mapped_pincode,mapped_city_db,mapped_state_db,mapped_city_tat,Latitude,Longitude
410515,Ambegaon,MH,Ambegaon,19.044804,73.956727
761116,Asika,OR,Asika,19.688794,84.70981
799120,Udaipur-TR,TR,Udaipur-TR,23.540063,91.496029
848129,Samastipur,BR,Samastipur,25.8645,85.727912
605759,Thirukoilure,TN,Thirukoilure,11.976625,79.196304
283126,Agra,UP,Agra,27.31073,78.029538
400060,Mumbai,MH,Mumbai,19.14066,72.862798
246425,Rudraprayag,UK,Rudraprayag,30.425682,79.068732
462036,Bhopal,MP,Bhopal,23.296255,77.345128
999994,Aluva,KL,Aluva,10.099222,76.354763
741203,Ranaghat,WB,Ranaghat,23.175362,88.565922
815314,Giridih,JH,Giridih,24.426178,86.165012
477555,Bhind,MP,Bhind,26.333809,78.914536
851205,Khagaria,BR,Khagaria,25.506512,86.484343
494334,Kanker,CG,Kanker,20.273675,81.491709
764059,Nabarangapur,OR,Nabarangapur,19.229304,82.546303
741163,Nazirpur,WB,Nazirpur,23.87197,88.536601
712611,Kamarpukur,WB,Kamarpukur,22.894722,87.662111
731237,Morgram,WB,Morgram,24.288513,87.969916
383307,Bayad,GJ,Bayad,23.231951,73.216486
387120,Mahemdavad,GJ,Mahemdavad,22.861237,72.704001
534324,Penugonda,AP,Penugonda,16.666548,81.784181
757032,Bangriposi,OR,Bangriposi,22.152303,86.543174
246148,Srinagar-UK,UK,Srinagar-UK,30.22294,78.789202
391170,Nasvadi,GJ,Nasvadi,22.094053,74.045377
591106,Kittur,KA,Kittur,15.564466,74.652863
410062,Kolhapur,MH,Kolhapur,16.861508,74.049921
695033,Thiruvananthapuram,KL,Thiruvananthapuram,8.506934,76.948946
623711,Muthukulathur,TN,Muthukulathur,9.318834,78.623948
274402,Kushinagar,UP,Kushinagar,26.742043,83.915231
785001,Jorhat,AS,Jorhat,26.763942,94.209781
143518,Batala,PB,Batala,31.896757,75.282187
805102,Nawada,BR,Nawada,24.781911,85.690344
476337,Sheopur,MP,Sheopur,25.681516,76.689962
481331,Waraseoni,MP,Waraseoni,21.764411,80.056974
713343,Rupnarayanpur,WB,Rupnarayanpur,23.73165,86.847101
207249,Aliganj,UP,Aliganj,27.511126,79.022821
623103,Karaikudi,TN,Karaikudi,9.253328,78.617896
225120,Haidargarh,UP,Haidargarh,26.73291,81.324072
143305,Patti,PB,Patti,31.397812,74.616722
591312,Mahalingpur,KA,Mahalingpur,16.370015,75.004283
845302,Motihari,BR,Motihari,26.852806,85.003864
505469,Karim Nagar,TS,Karim Nagar,18.397408,79.187224
609106,Sirkazhi,TN,Sirkazhi,11.188931,79.803003
415107,Rahimatpur,MH,Rahimatpur,17.588002,74.200312
144516,Nawanshahr,PB,Nawanshahr,31.10575,76.171004
788103,Pailapool,AS,Pailapool,24.79253,92.999679
689519,Kayamkulam,KL,Kayamkulam,9.178567,76.504008
431109,Gangapur-MH,MH,Gangapur-MH,19.698358,75.008277
628623,Eral,TN,Eral,8.603835,77.985296
841318,Sonepur,BR,Sonepur,25.692904,85.183261
522403,Sattenapalle,AP,Sattenapalle,16.393429,80.146206
328040,Dholpur,RJ,Dholpur,26.751019,77.806226
606104,Ulundurpet,TN,Ulundurpet,11.635053,79.279524
203135,Jewar,UP,Jewar,28.123069,77.559826
335027,PadampurRJ,RJ,PadampurRJ,29.948664,73.620471
341001,Nagaur,RJ,Nagaur,27.199384,73.746602
523357,Giddalur,AP,Giddalur,15.377496,78.925476
712221,Hooghly,WB,Hooghly,22.823449,88.342613
574233,Bantwal,KA,Bantwal,12.893725,75.016767
516115,Rajampet,AP,Rajampet,14.19585,79.161302
334006,Bikaner,RJ,Bikaner,28.064775,73.340163
262908,Nighasan,UP,Nighasan,28.235629,80.862524
680656,Thrissur,KL,Thrissur,10.554013,76.27519
333707,Jhunjhunu,RJ,Jhunjhunu,27.985312,75.332643
639007,Karur,TN,Karur,10.91953,78.093283
281202,Vrindavan,UP,Vrindavan,27.579822,77.697374
609606,Karaikal,PU,Karaikal,10.868339,79.82986
686521,Karukachal,KL,Karukachal,9.545936,76.64417
322218,Karauli,RJ,Karauli,26.300817,76.745432
627353,Tirunelveli,TN,Tirunelveli,8.73597,77.748416
577522,Challakere,KA,Challakere,14.318264,76.651029
209293,Kanpur,UP,Kanpur,26.618116,80.195516
816104,Pakur,JH,Pakur,24.704369,87.701298
711304,Howrah,WB,Howrah,22.563167,88.232702
637002,Namakkal,TN,Namakkal,11.218312,78.173533
411208,Pune,MH,Pune,18.481213,73.795392
391155,Bodeli,GJ,Bodeli,22.275561,73.714261
283152,Etah,UP,Etah,27.381055,78.608141
271006,Gonda,UP,Gonda,27.142487,81.968045
785641,Golaghat,AS,Golaghat,26.510601,93.968543
680661,Irinjalakuda,KL,Irinjalakuda,10.331031,76.215128
691005,Kollam,KL,Kollam,8.911963,76.637289
271836,Kunda,UP,Kunda,27.354386,81.791251
999962,Gorakhpur,UP,Gorakhpur,26.747736,83.361397
711105,Howrah,WB,Howrah,22.599251,88.312095
623006,Karaikudi,TN,Karaikudi,10.068766,78.766582
518002,Kurnool,AP,Kurnool,15.800665,78.052723
796161,Saitual,MZ,Saitual,23.686818,92.963642
416522,Malvan,MH,Malvan,15.962186,73.570075
502302,Jogipet,TS,Jogipet,17.952846,78.057693
403721,Goa,GA,Goa,15.235005,73.941872
483110,ShahpuraMP,MP,ShahpuraMP,23.218474,80.352999
581126,Haveri,KA,Haveri,15.087631,75.286288
814150,Madhupur,JH,Madhupur,24.378338,86.77191
425304,Bhusawal,MH,Bhusawal,21.163868,75.770954
841287,Siwan,BR,Siwan,26.085563,84.213048
523303,Addanki,AP,Addanki,15.962988,79.959106
797113,Dimapur,NL,Dimapur,25.913485,93.719007
689517,Pathanamthitta,KL,Pathanamthitta,9.229668,76.727892
670012,Kannur,KL,Kannur,11.870772,75.382627
516003,Cuddapah,AP,Cuddapah,14.470176,78.815578
496111,Raigarh,CG,Raigarh,22.173714,83.350542
425424,Shahada,MH,Shahada,21.571063,74.541328
754029,Athagarh,OR,Athagarh,20.519303,85.629365
384550,Vijapur,GJ,Vijapur,23.538865,72.710443
521261,Vuyyuru,AP,Vuyyuru,16.415186,80.896414
799260,Dharmanagar,TR,Dharmanagar,24.31241,92.152324
455227,Chapda,MP,Chapda,22.706063,76.321497
273213,Sikriganj,UP,Sikriganj,26.505516,83.200556
173028,Paonta Sahib,HP,Paonta Sahib,30.520601,77.656398
521343,Kaikaluru,AP,Kaikaluru,16.510509,81.218868
332002,Sikar,RJ,Sikar,27.495179,74.985613
306706,Falna,RJ,Falna,25.195322,73.384673
759028,Kamakhyanagar,OR,Kamakhyanagar,21.068182,85.571391
756166,Bhadrak,OR,Bhadrak,21.105017,86.62364
768006,Sambalpur,OR,Sambalpur,21.495793,83.964432
786008,Dibrugarh,AS,Dibrugarh,27.466757,94.888019
191103,Srinagar,JK,Srinagar,33.996806,74.993077
743144,Barrackpore,WB,Barrackpore,22.798648,88.381526
638002,Erode,TN,Erode,11.319708,77.727313
503003,Nizamabad,TS,Nizamabad,18.692005,78.122267
821108,Kudra,BR,Kudra,25.045679,83.79298
285127,Jalaun,UP,Jalaun,26.347412,79.183653
614703,Thiruthuraipoondi,TN,Thiruthuraipoondi,10.425367,79.594131
507166,Kothagudem,TS,Kothagudem,17.405404,80.505281
481995,Bichhiya,MP,Bichhiya,22.451159,80.700639
560063,Bangalore,KA,Bangalore,13.121141,77.617108
491222,Balod,CG,Balod,20.865559,81.28181
342005,Jodhpur,RJ,Jodhpur,26.238652,73.008346
628229,Tiruchendur,TN,Tiruchendur,8.58414,78.085863
797121,Kohima,NL,Kohima,25.687748,94.099029
224207,Kumarganj,UP,Kumarganj,26.545701,82.067941
685556,Kuthumkal,KL,Kuthumkal,9.936655,77.108818
232120,Mughal Sarai,UP,Mughal Sarai,25.294875,83.206436
225305,Fatehpur-UP,UP,Fatehpur-UP,27.172182,81.209097
517408,Palamaner,AP,Palamaner,13.202591,78.744399
225204,Barabanki,UP,Barabanki,26.991568,81.311026
688543,Alappuzha,KL,Alappuzha,9.772921,76.362293
758079,Ghatgaon,OR,Ghatgaon,21.428116,85.620731
306703,Khinwara,RJ,Khinwara,25.491322,73.601175
678582,Thachanattukara,KL,Thachanattukara,10.994119,76.465086
423303,Satana,MH,Satana,20.595946,74.203224
620015,Tiruchi,TN,Tiruchi,10.761248,78.818742
786121,Golaghat,AS,Golaghat,26.505983,93.974959
606903,Arani,TN,Arani,12.631162,79.216906
391135,Bodeli,GJ,Bodeli,22.271466,73.716215
686586,Thodupuzha,KL,Thodupuzha,9.748475,76.784809
396110,Bilimora,GJ,Bilimora,20.743534,72.941454
261206,Biswan,UP,Biswan,27.381261,81.054949
201017,Ghaziabad,UP,Ghaziabad,28.705437,77.423479
321302,Bayana,RJ,Bayana,27.026905,77.338892
685553,Nedumkandam,KL,Nedumkandam,9.840279,77.155313
673574,Thamarassery,KL,Thamarassery,11.436249,75.902057
625530,Cumbum,TN,Cumbum,9.896809,77.280978
608305,Chidambaram,TN,Chidambaram,11.355992,79.56604
754106,Jagatsinghpur,OR,Jagatsinghpur,20.230694,86.216237
756140,Bhadrak,OR,Bhadrak,21.055302,86.495933
680002,Arimbur,KL,Arimbur,10.53278,76.198467
440036,Nagpur,MH,Nagpur,21.110525,79.021519
670008,Kannur,KL,Kannur,11.890391,75.352684
249155,Ghansali,UK,Ghansali,30.429337,78.658456
452016,Indore,MP,Indore,22.724145,75.909906
423202,Malegaon,MH,Malegaon,20.552275,74.453192
145029,Pathankot,PB,Pathankot,32.372343,75.681161
143006,Amritsar,PB,Amritsar,31.626396,74.876788
325601,Baran,RJ,Baran,24.923696,76.293357
678001,Palakkad,KL,Palakkad,10.774021,76.660504
177106,Ghati Billan,HP,Ghati Billan,31.918924,76.102287
360570,Kutiyana,GJ,Kutiyana,21.648561,69.880994
631206,Sholinghur,TN,Sholinghur,13.225323,79.533307
612107,Kumbakonam,TN,Kumbakonam,11.011986,79.489448
225401,Dariyabad,UP,Dariyabad,26.847748,81.641448
302024,Jaipur,RJ,Jaipur,26.894901,75.731346
361320,Bhatiya,GJ,Bhatiya,22.09134,69.271189
517581,Puttur-AP,AP,Puttur-AP,13.418665,79.594043
523155,Chirala,AP,Chirala,15.82597,80.354174
831003,Jamshedpur,JH,Jamshedpur,22.794265,86.223006
362640,Manavadar,GJ,Manavadar,21.604185,70.18836
487551,Gadarwara,MP,Gadarwara,22.919739,78.77382
829105,Patratu,JH,Patratu,23.639872,85.374667
272105,Basti,UP,Basti,27.094627,82.602067
627411,Ambasamudram,TN,Ambasamudram,8.708726,77.407181
396540,Vansda,GJ,Vansda,20.74067,73.207338
473444,Mungaoli,MP,Mungaoli,24.541156,78.096603
144040,Nakodar,PB,Nakodar,31.127316,75.478041
805107,Nawada,BR,Nawada,24.850494,85.660756
800016,Patna,BR,Patna,25.608434,85.164149
685591,Thodupuzha,KL,Thodupuzha,9.899792,76.714543
523169,Chirala,AP,Chirala,15.966885,80.278159
678642,Akaloor,KL,Akaloor,10.789138,76.47444
248201,Dehradun,UK,Dehradun,30.276281,78.03636
695510,Neyyattinkara,KL,Neyyattinkara,8.366677,77.09387
603101,Chengalpattu,TN,Chengalpattu,12.709506,79.958757
222303,Lambhua,UP,Lambhua,26.067524,82.309481
742202,Dhulian,WB,Dhulian,24.684817,87.954951
603211,Chennai,TN,Chennai,12.868568,80.065836
231222,Anpara,UP,Anpara,24.121238,82.687294
630554,Sivaganga,TN,Sivaganga,9.765916,78.639419
142051,Dharamkot,PB,Dharamkot,30.941389,75.228387
989898,Mumbai,MH,Mumbai,19.078735,72.828896
581353,Ankola,KA,Ankola,14.634264,74.30246
723157,Raghunathpur,WB,Raghunathpur,23.526217,86.856059
504305,Salur,AP,Salur,18.515217,83.207566
612501,Kumbakonam,TN,Kumbakonam,10.985155,79.39707
758085,Kendujhar,OR,Kendujhar,21.610259,85.54043
175042,Sarkaghat,HP,Sarkaghat,31.680119,76.729154
457550,Ratlam,MP,Ratlam,23.46055,74.922373
520015,Vijayawada,AP,Vijayawada,16.553508,80.654336
770038,Lahunipara,OR,Lahunipara,21.88436,84.939796
523336,CumbumAP,AP,CumbumAP,15.566743,79.040835
302007,Jaipur,RJ,Jaipur,26.897863,75.820836
576222,Kundapura,KA,Kundapura,13.593812,74.696657
642117,Valparai,TN,Valparai,10.326452,76.954415
457331,Jaora,MP,Jaora,23.608395,74.94548
146002,Hoshiarpur,PB,Hoshiarpur,31.527913,75.914353
221407,Bhadohi,UP,Bhadohi,25.400424,82.568445
191104,Srinagar,JK,Srinagar,34.023209,74.99981
246729,Chandpur,UP,Chandpur,29.135568,78.268271
686004,Kottayam,KL,Kottayam,9.587906,76.540932
534225,Tanuku,AP,Tanuku,16.738263,81.621179
382410,Ahmedabad,GJ,Ahmedabad,23.016169,72.654118
626124,Sivakasi,TN,Sivakasi,9.464696,77.766229
201007,Ghaziabad,UP,Ghaziabad,28.680479,77.377291
590006,Belgaum,KA,Belgaum,15.834122,74.504614
742140,Khargram,WB,Khargram,24.032268,87.976785
600063,Chennai,TN,Chennai,12.90598,80.094205
249203,Rishikesh,UK,Rishikesh,30.081788,78.277858
121014,Faridabad,HR,Faridabad,28.432356,77.332027
176315,Bharmour,HP,Bharmour,32.442256,76.537567
577533,Hosadurga,KA,Hosadurga,13.724508,76.482324
246735,Chandpur,UP,Chandpur,29.163358,78.482443
391101,Vadodara,GJ,Vadodara,22.318135,73.11879
455459,Khategaon,MP,Khategaon,22.53469,76.685677
783320,Dhubri,AS,Dhubri,26.022209,89.966317
682041,Elamakkara,KL,Elamakkara,10.033629,76.293244
411045,Pune,MH,Pune,18.563231,73.776364
380002,Ahmedabad,GJ,Ahmedabad,23.021657,72.599536
625572,Theni,TN,Theni,10.01017,77.477244
560043,Bangalore,KA,Bangalore,13.026369,77.641677
303008,Dudu,RJ,Dudu,26.679946,75.233902
670676,Thalassery,KL,Thalassery,11.73308,75.617092
605702,Sankarapuram,TN,Sankarapuram,12.016244,78.952169
324007,Kota,RJ,Kota,25.176915,75.849685
383235,Khedbrahma,GJ,Khedbrahma,23.939954,73.03851
796290,Ngopa,MZ,Ngopa,23.526913,93.181898
788107,Pailapool,AS,Pailapool,24.881164,93.06841
751002,Bhubaneshwar,OR,Bhubaneshwar,20.22821,85.840935
756056,Balasore,OR,Balasore,21.482768,86.893947
226011,Lucknow,UP,Lucknow,26.823235,80.887359
621708,Perambalur,TN,Perambalur,11.233947,79.022291
686539,Karukachal,KL,Karukachal,9.510731,76.61671
638706,Dharapuram,TN,Dharapuram,10.749132,77.51833
754292,Chandipur,OR,Chandipur,20.634763,86.28932
205302,Aliganj,UP,Aliganj,27.351385,79.269968
248018,Dehradun,UK,Dehradun,30.300211,78.056846
370130,Anjar,GJ,Anjar,23.031939,69.895116
250223,Daurala,UP,Daurala,29.194402,77.718102
534475,Eluru,AP,Eluru,16.810457,81.036853
382835,Gandhinagar,GJ,Gandhinagar,23.456849,72.716678
518112,Nandyal,AP,Nandyal,15.510629,78.33954
470228,Rehli,MP,Rehli,23.747591,78.86497
723133,Raghunathpur,WB,Raghunathpur,23.540765,86.672451
534406,Tadepalligudem,AP,Tadepalligudem,16.819242,81.405178
571432,Nagamangala,KA,Nagamangala,12.833145,76.758912
614203,Kumbakonam,TN,Kumbakonam,10.943205,79.253848
835230,ChainpurJH,JH,ChainpurJH,23.134568,84.242749
754288,Chandikhol,OR,Chandikhol,20.698496,86.137323
713302,Asansol,WB,Asansol,23.696141,86.970572
505497,Husnabad,TS,Husnabad,18.091794,79.367906
181113,Jammu,JK,Jammu,32.643031,74.826964
613504,Thanjavur,TN,Thanjavur,10.783541,79.278225
271824,Bahraich,UP,Bahraich,27.612748,81.41164
631151,Arakkonam,TN,Arakkonam,13.015892,79.733185
206130,Etawah,UP,Etawah,26.961088,78.966816
833201,Chaibasa,JH,Chaibasa,22.537457,85.811492
630557,Sivaganga,TN,Sivaganga,9.938046,78.520195
683518,North Paravur,KL,North Paravur,10.106912,76.260935
517501,Tirupati,AP,Tirupati,13.627976,79.419035
192123,Pulwama,JK,Pulwama,33.920965,75.111106
261403,Mishrikh,UP,Mishrikh,27.345195,80.545223
277212,Dullahpur,UP,Dullahpur,25.871698,84.101441
573102,Ramanathapura,KA,Ramanathapura,12.76277,76.061299
847215,Madhubani,BR,Madhubani,26.396184,86.073997
691603,Kollam,KL,Kollam,8.914395,76.579176
585216,Shorapur,KA,Shorapur,16.649792,76.53418
360311,Gondal,GJ,Gondal,21.961648,70.798512
175026,Sarkaghat,HP,Sarkaghat,31.756237,76.665647
334002,Bikaner,RJ,Bikaner,28.017848,73.32038
695581,Kazhakkoottam,KL,Kazhakkoottam,8.564221,76.883412
712122,Kamarpukur,WB,Kamarpukur,22.902599,87.54228
193502,Bandipora,JK,Bandipora,34.429983,74.617088
673618,Koyilandy,KL,Koyilandy,11.460518,75.678911
742212,Farakka,WB,Farakka,24.791905,87.921213
229404,Unchahar,UP,Unchahar,25.92016,81.294087
388130,Anand,GJ,Anand,22.499588,72.884697
370465,Mandvi,GJ,Mandvi,22.831109,69.352531
133302,Pinjore,HR,Pinjore,30.834381,76.935554
845101,Bagaha,BR,Bagaha,27.097941,84.088094
229411,Lal Gopalganj,UP,Lal Gopalganj,25.635103,81.622357
639001,Karur,TN,Karur,10.961195,78.069461
700117,Barrackpore,WB,Barrackpore,22.725746,88.367857
457778,Jhabua,MP,Jhabua,23.004203,74.577622
735206,Chalsa,WB,Chalsa,26.881566,88.803438
400210,Thane,MH,Thane,19.191729,72.968767
712153,Hooghly,WB,Hooghly,23.024593,88.184421
534311,Jangareddygudem,AP,Jangareddygudem,17.185836,81.413142
781030,Guwahati,AS,Guwahati,26.248624,91.781242
577543,Challakere,KA,Challakere,14.446309,76.673384
503225,Armoor,TS,Armoor,18.827209,78.456334
574326,Puttur,KA,Puttur,12.875599,75.210335
577429,Soraba,KA,Soraba,14.379963,75.091627
500052,Hyderabad,TS,Hyderabad,17.326974,78.450139
571439,Hanur,KA,Hanur,12.088393,77.302949
752102,Nimapara,OR,Nimapara,20.187039,85.969337
606201,Chinnasalem,TN,Chinnasalem,11.635226,78.877884
227105,Lucknow,UP,Lucknow,26.885913,81.051843
781014,Guwahati,AS,Guwahati,26.157987,91.673877
603110,Thiruporur,TN,Thiruporur,12.720648,80.18682
222126,Badlapur,UP,Badlapur,25.892928,82.452649
140119,Rupnagar,PB,Rupnagar,31.129859,76.515753
454365,Kukshi,MP,Kukshi,22.111611,74.587689
847119,Bharwara,BR,Bharwara,26.247448,85.733623
335702,Srivijaynagar,RJ,Srivijaynagar,29.347209,73.659657
761125,Bhanjanagar,OR,Bhanjanagar,19.945109,84.529929
795117,Moirang,MN,Moirang,24.499706,93.776379
313702,Jhadol,RJ,Jhadol,24.417106,73.48064
788007,Silchar,AS,Silchar,24.816322,92.787736
734223,Kurseong,WB,Kurseong,26.855667,88.337206
500101,Medchal,TS,Medchal,17.630062,78.624236
638503,Sathyamangalam,TN,Sathyamangalam,11.49625,77.300009
676503,Malappuram,KL,Malappuram,10.999951,76.000009
444125,Akot,MH,Akot,21.089657,77.066149
506012,Warangal,TS,Warangal,17.996445,79.589501
271607,Balrampur,UP,Balrampur,27.375367,82.301423
752093,Daspalla,OR,Daspalla,20.345391,84.890654
232115,Chandauli,UP,Chandauli,25.284589,83.121117
364275,Palitana,GJ,Palitana,21.535039,71.815821
629601,Nagercoil,TN,Nagercoil,8.135308,77.440761
847232,Khutauna,BR,Khutauna,26.606736,86.316233
244922,Shahabad-UP,UP,Shahabad-UP,28.566416,79.005422
783385,Bongaigaon,AS,Bongaigaon,26.513054,90.518703
637020,Namakkal,TN,Namakkal,11.121659,78.227911
785604,Sarupathar,AS,Sarupathar,26.196373,93.861226
630104,Karaikudi,TN,Karaikudi,10.108684,78.823852
824220,Barachatti,BR,Barachatti,24.520289,84.952461
784003,Tezpur,AS,Tezpur,26.640155,92.788358
535578,Salur,AP,Salur,18.495181,83.370038
484552,Pali Birsinghpur,MP,Pali Birsinghpur,23.355494,81.043281
532425,Narasannapeta,AP,Narasannapeta,18.432045,83.98601
272202,Naugarh,UP,Naugarh,27.376079,83.110599
629708,Nagercoil,TN,Nagercoil,8.109762,77.496377
262309,Tanakpur,UK,Tanakpur,29.073721,80.114603
625519,Cumbum,TN,Cumbum,9.73839,77.28035
843138,Buxar,BR,Buxar,25.35178,83.959677
635814,Ambur,TN,Ambur,12.77501,78.712268
768110,Pallahara,OR,Pallahara,21.430358,85.189334
394107,Surat,GJ,Surat,21.242378,72.851513
754207,Salipur,OR,Salipur,20.479081,86.185377
192202,Anantnag,JK,Anantnag,33.70193,75.154253
612102,Kumbakonam,TN,Kumbakonam,11.028379,79.470993
790001,Bomdila,AR,Bomdila,27.265177,92.418295
753013,Cuttack,OR,Cuttack,20.450292,85.904227
632511,Cheyyar,TN,Cheyyar,12.839386,79.518046
248179,Mussoorie,UK,Mussoorie,30.462588,78.058362
413512,Latur,MH,Latur,18.397801,76.571592
361336,Dwarka,GJ,Dwarka,22.244344,68.976535
845452,Lauria Nandangarh,BR,Lauria Nandangarh,26.995917,84.400799
533252,Razole,AP,Razole,16.401842,81.781703
802129,Malyabag,BR,Malyabag,25.343401,84.208539
770046,Birmitrapur,OR,Birmitrapur,22.402721,84.850756
577182,Kadur,KA,Kadur,13.549444,76.333144
382815,Vijapur,GJ,Vijapur,23.589579,72.69772
133206,Yamuna Nagar,HR,Yamuna Nagar,30.347966,77.191189
395023,Surat,GJ,Surat,21.124194,72.847405
273308,Nautanwa,UP,Nautanwa,27.474382,83.469429
281206,Hathras,UP,Hathras,27.573414,77.887271
822128,Nagar Untari,JH,Nagar Untari,24.283225,83.494013
172028,Nankhari,HP,Nankhari,31.256065,77.458802
400034,Mumbai,MH,Mumbai,18.971838,72.813178
581352,Karwar,KA,Karwar,14.853007,74.131898
410207,Karjat,MH,Karjat,18.881323,73.162561
495445,Korba,CG,Korba,22.506111,82.548332
610204,Thiruthuraipoondi,TN,Thiruthuraipoondi,10.630151,79.718614
148105,Barnala,PB,Barnala,30.283127,75.576305
210501,Muskara,UP,Muskara,25.663214,79.800617
751029,Bhubaneshwar,OR,Bhubaneshwar,20.287721,85.773142
690513,Haripad,KL,Haripad,9.260194,76.463731
400064,Mumbai,MH,Mumbai,19.186741,72.834204
225122,Barabanki,UP,Barabanki,26.860331,81.193384
382170,Viramgam,GJ,Viramgam,23.018948,72.261257
524240,Atmakur-AP,AP,Atmakur-AP,14.616985,79.627719
713303,Asansol,WB,Asansol,23.682158,86.991996
754037,Badamba,OR,Badamba,20.44426,85.154955
639205,Gujiliamparai,TN,Gujiliamparai,10.718801,77.8912
627856,Tenkasi,TN,Tenkasi,9.00094,77.389445
202392,Dibai,UP,Dibai,28.236807,78.124472
695027,Thiruvananthapuram,KL,Thiruvananthapuram,8.431877,76.96434
400001,Mumbai,MH,Mumbai,18.936484,72.836235
416551,Gadhinglaj,MH,Gadhinglaj,16.212021,74.432308
415406,Islampur,MH,Islampur,17.090935,74.224318
493109,Gariyaband,CG,Gariyaband,20.791214,81.938574
788169,Hailakandi,AS,Hailakandi,24.684552,92.559276
507183,Khammam,TS,Khammam,17.325171,80.004679
815316,Giridih,JH,Giridih,24.203859,86.26622
497117,Premnagar,CG,Premnagar,22.967586,82.691701
461331,Harda,MP,Harda,22.349692,77.096387
636119,Attur,TN,Attur,11.650983,78.478425
635204,Krishnagiri,TN,Krishnagiri,12.396132,78.287444
444111,Akot,MH,Akot,20.863451,77.040221
394010,Surat,GJ,Surat,21.19799,72.871613
813201,Sultanganj,BR,Sultanganj,25.149481,86.686494
121011,Faridabad,HR,Faridabad,28.429712,77.303734
575030,Surathkal,KA,Surathkal,13.000132,74.831694
621706,Thirukkattupalli,TN,Thirukkattupalli,10.892752,78.872135
712201,Hooghly,WB,Hooghly,22.753781,88.342328
516271,Rajampet,AP,Rajampet,14.19483,79.161522
606110,Virudhachalam,TN,Virudhachalam,11.464547,79.321899
689505,Pathanamthitta,KL,Pathanamthitta,9.296763,76.641282
689586,Kozhenchery,KL,Kozhenchery,9.417293,76.706651
560025,Bangalore,KA,Bangalore,12.962825,77.60453
472115,Jatara,MP,Jatara,24.754456,79.068511
676105,Tirur,KL,Tirur,10.897791,75.900514
246701,Bijnor,UP,Bijnor,29.373622,78.135275
394660,Songadh,GJ,Songadh,21.226418,73.581278
688003,Alappuzha,KL,Alappuzha,9.471171,76.340607
413506,Osmanabad,MH,Osmanabad,18.140422,76.195773
784150,Tezpur,AS,Tezpur,26.669345,92.738993
799100,Bishalgarh,TR,Bishalgarh,23.671895,91.276983
394710,Ahwa,GJ,Ahwa,20.760167,73.692858
680555,Arimbur,KL,Arimbur,10.49863,76.141972
495116,Ratanpur,CG,Ratanpur,22.286636,82.165
509127,Gadwal,TS,Gadwal,16.014753,77.666106
795129,Kangpokpi,MN,Kangpokpi,25.149913,93.97201
303902,Jaipur,RJ,Jaipur,26.723977,76.025943
841217,Hajipur,BR,Hajipur,25.762347,85.087491
212301,Allahabad,UP,Allahabad,25.284974,81.936101
781339,Nalbari,AS,Nalbari,26.350297,91.449048
342309,Lohawat,RJ,Lohawat,26.18569,72.942469
742307,Domkal,WB,Domkal,24.122009,88.550348
144632,Phagwara,PB,Phagwara,31.167627,75.772748
517414,Punganur,AP,Punganur,13.329853,78.725069
641047,Coimbatore,TN,Coimbatore,11.169529,76.951152
613010,Thanjavur,TN,Thanjavur,10.746612,79.088634
572142,Kunigal,KA,Kunigal,12.98187,76.862851
754225,Garjanpur,OR,Garjanpur,20.567653,86.703247
734320,Kalijhora,WB,Kalijhora,26.932886,88.450221
628701,Eral,TN,Eral,8.620941,78.013842
508250,Yacharam,TS,Yacharam,16.967464,78.72921
800009,Patna,BR,Patna,25.584805,85.233784
425307,Bhusawal,MH,Bhusawal,21.0392,75.847052
480882,Seoni,MP,Seoni,22.23716,79.539653
571254,Gonikoppal,KA,Gonikoppal,12.221562,75.998671
582103,Gadag,KA,Gadag,15.421362,75.623002
585418,Humnabad,KA,Humnabad,17.856454,77.189437
204213,Hathras,UP,Hathras,27.578157,77.939965
673602,Areacode,KL,Areacode,11.321749,75.996903
581400,Mallapur,KA,Mallapur,14.90109,74.314743
622403,Ponnamaravathi,TN,Ponnamaravathi,10.253099,78.512473
225206,Ramnagar-UP,UP,Ramnagar-UP,26.990976,81.373657
122007,Gurgaon,HR,Gurgaon,28.475979,77.059673
457770,Petlawad,MP,Petlawad,23.053069,74.906639
518468,Dhone,AP,Dhone,15.397822,77.867266
144015,Jalandhar,PB,Jalandhar,31.323842,75.581557
176318,Chamba,HP,Chamba,32.562109,76.114067
732138,Malda,WB,Malda,25.123637,88.367668
680022,Thrissur,KL,Thrissur,10.534516,76.211076
686142,Kottayam,KL,Kottayam,9.768069,76.394826
624231,Madurai,TN,Madurai,10.178062,77.915418
764028,Tikiri,OR,Tikiri,19.177481,83.088908
793120,Mairang,ML,Mairang,25.562663,91.637528
679327,Pandikkad,KL,Pandikkad,11.096063,76.223299
328028,Dholpur,RJ,Dholpur,26.705003,77.799747
442401,Chandrapur,MH,Chandrapur,19.965406,79.311863
411012,Pune,MH,Pune,18.585032,73.831235
855120,Bahadurganj,BR,Bahadurganj,26.25987,87.824474
845414,Chakia,BR,Chakia,26.512515,85.077209
700088,Kolkata,WB,Kolkata,22.517575,88.302203
441209,Kurkheda,MH,Kurkheda,20.618818,80.206216
497220,Ramanujganj,CG,Ramanujganj,23.806622,83.701304
415634,Shringartali,MH,Shringartali,17.491096,73.262542
686661,Muvattupuzha,KL,Muvattupuzha,9.979177,76.580869
532222,Palasa,AP,Palasa,18.761564,84.419205
